model,domain,task,organization,authors,publication_date,reference,link,citations,notability_criteria,parameters,training_compute_(flop),training_dataset_size_(gradients),training_time_(hours),training_hardware,approach,confidence,epochs,model_accessibility,country,base_model,finetune_compute_(flop),hardware_quantity,last_modified,training_cloud_compute_vendor,batch_size,organization_categorization,foundation_model,training_chip-hours,training_code_accessibility,possibly_over_1e23_flop,training_compute_cost_(2023_usd),frontier_model,training_power_draw_(w),training_compute_estimation_method,year,era,notable_model,country_first,domain_group,export_controls_sum,publication_count
LSTM LM,Language,Language modeling,RWTH Aachen University,"M. Sundermeyer, R. Schlüter, H. Ney",2012-09-09,LSTM Neural Networks for Language Modeling,https://www.semanticscholar.org/paper/LSTM-Neural-Networks-for-Language-Modeling-Sundermeyer-Schl%C3%BCter/f9a1b3850dfd837793743565a8af95973d395a4e,,Highly cited,102720000.0,1.66e+16,27000000.0,,,,Speculative,,Unknown,Germany,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Operation counting,2012,Deep learning era,True,Germany,Language,,5.025569803240944
Context-dependent RNN,Language,Language modeling,"Microsoft Research,Brno University of Technology","Tomas Mikolov, Geoffrey Zweig",2012-07-27,Context Dependent Recurrent Neural Network Language Model,https://www.microsoft.com/en-us/research/wp-content/uploads/2012/07/rnn_ctxt_TR.sav_.pdf,707.0,SOTA improvement,,,37000000.0,,,,Unknown,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,,2012,Deep learning era,True,United States,Language,,14.994436962921275
Unsupervised High-level Feature Learner,Vision,Image classification,Google,"Quoc V. Le, Marc'Aurelio Ranzato, Rajat Monga, Matthieu Devin, Kai Chen, Greg S. Corrado, Jeff Dean, Andrew Y. Ng",2012-07-12,Building High-level Features Using Large Scale Unsupervised Learning,https://arxiv.org/abs/1112.6209,2909.0,"Highly cited,SOTA improvement",1000000000.0,6e+17,1200000000000.0,72.0,,Unsupervised,Likely,,Unknown,Multinational,,,,2025-10-16 15:12:24+00:00,,,Industry,False,,,False,16.029257461780738,True,,Operation counting,2012,Deep learning era,True,United States,Vision,,14.994436962921275
Ngram corpus,Language,Language Structure Modeling,Google,"Yuri Lin, Jean-Baptiste Michel, Erez Lieberman Aiden, Jon Orwant, Will Brockman and Slav Petrov",2012-07-08,Syntactic Annotations for the Google Books NGram Corpus,https://aclanthology.org/P12-3029/,489.0,,,,,,,,Unknown,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2012,Deep learning era,False,United States,Language,,14.994436962921275
LBL,Language,Language modeling,University College London (UCL),"Andriy Mnih, Yee Whye Teh",2012-06-27,A Fast and Simple Algorithm for Training Neural Probabilistic Language Models,https://arxiv.org/abs/1206.6426,835.0,,2000000.0,501999999999999.94,929000.0,,,,Likely,45.0,Unreleased,United Kingdom,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,Operation counting,2012,Deep learning era,False,United Kingdom,Language,,3.6759481713375113
Dropout (ImageNet),Vision,Image classification,University of Toronto,"GE Hinton, N Srivastava, A Krizhevsky",2012-06-03,Improving neural networks by preventing co-adaptation of feature detectors,https://arxiv.org/abs/1207.0580,7743.0,Highly cited,,2.731968e+17,2600000.0,96.0,NVIDIA GeForce GTX 580,,Confident,,Unreleased,Canada,,,,2025-10-16 15:12:25+00:00,,,Academia,False,,Unreleased,False,7.952555832759744,True,,Hardware,2012,Deep learning era,True,Canada,Vision,,2.23608397024227
Dropout (CIFAR),Vision,Character recognition (OCR),University of Toronto,"GE Hinton, N Srivastava, A Krizhevsky",2012-06-03,Improving neural networks by preventing co-adaptation of feature detectors,https://arxiv.org/abs/1207.0580,7743.0,Highly cited,,4268700000000000.0,60000.0,1.5,NVIDIA GeForce GTX 580,,Confident,,Unreleased,Canada,,,,2025-10-16 13:09:07+00:00,,,Academia,False,,Open (non-commercial),False,,False,,Hardware,2012,Deep learning era,True,Canada,Vision,,2.23608397024227
Dropout (MNIST),Vision,Character recognition (OCR),University of Toronto,"GE Hinton, N Srivastava, A Krizhevsky",2012-06-03,Improving neural networks by preventing co-adaptation of feature detectors,https://arxiv.org/abs/1207.0580,7743.0,Highly cited,5594010.0,6039370800000000.0,60000.0,,NVIDIA GeForce GTX 580,,Confident,,Unreleased,Canada,,,,2025-10-16 13:09:06+00:00,,,Academia,False,,Open (non-commercial),False,,False,,Operation counting,2012,Deep learning era,True,Canada,Vision,,2.23608397024227
MCDNN (MNIST),Vision,"Character recognition (OCR),Image classification","IDSIA,SUPSI","Dan Cireşan, Ueli Meier, Juergen Schmidhuber",2012-02-13,Multi-column Deep Neural Networks for Image Classification,https://arxiv.org/abs/1202.2745v1,4828.0,,2653700.0,1.57e+16,2100000.0,,,,Likely,800.0,Unreleased,Switzerland,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,Operation counting,2012,Deep learning era,False,Switzerland,Vision,,
HOGWILD!,Other,Text classification,University of Wisconsin Madison,"F Niu, B Recht, C Ré, SJ Wright",2011-11-11,HOGWILD!: A Lock-Free Approach to Parallelizing Stochastic Gradient Descent,https://arxiv.org/abs/1106.5730,2296.0,,,,,,,,Unknown,,Unknown,United States,,,,2025-10-16 13:09:07+00:00,,,Academia,False,,,False,,False,,,2011,Deep learning era,False,United States,,,15.42192787996076
Adaptive Subgrad,Language,Text classification,"Technion - Israel Institute of Technology,Google,University of California (UC) Berkeley","J Duchi, E Hazan, Y Singer",2011-10-03,Adaptive Subgradient Methods for Online Learning and Stochastic Optimization,https://dl.acm.org/doi/10.5555/1953048.2021068,10752.0,Highly cited,,,800000.0,,,,Unknown,,Unknown,Multinational,,,,2025-10-16 13:09:07+00:00,,,"Academia, Industry",False,,,False,,False,,,2011,Deep learning era,True,Israel,Language,,
CNN committee (traffic sign),Vision,Image classification,IDSIA,"D. Ciresan, U. Meier, Jonathan Masci, J. Schmidhuber",2011-10-03,A committee of neural networks for traffic sign classification,https://www.semanticscholar.org/paper/A-committee-of-neural-networks-for-traffic-sign-Ciresan-Meier/dd7f8b53e6802787179a961e766760cbbe2d5011,,"Historical significance,SOTA improvement",1388800.0,991981425600000.0,53280.0,,"NVIDIA GeForce GTX 580,NVIDIA GeForce GTX 480",Supervised,Likely,50.0,Unreleased,Switzerland,,,4.0,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,Operation counting,2011,Deep learning era,True,Switzerland,Vision,,
CNN Committee (NIST),Vision,Image classification,IDSIA,"D. Ciresan, U. Meier, L. Gambardella, J. Schmidhuber",2011-09-18,Convolutional Neural Network Committees for Handwritten Character Classification,https://www.semanticscholar.org/paper/Convolutional-Neural-Network-Committees-for-Ciresan-Meier/260a7615bbffec052d67dffde5bcf9b4687b50ee,,Historical significance,128420.0,2.6e+16,3380475.0,42.0,"NVIDIA GeForce GTX 580,NVIDIA GeForce GTX 480",Supervised,Likely,30.0,Unreleased,Switzerland,,,4.0,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,"Operation counting,Hardware",2011,Deep learning era,True,Switzerland,Vision,,
CNN Committee (MNIST),Vision,Image classification,IDSIA,"D. Ciresan, U. Meier, L. Gambardella, J. Schmidhuber",2011-09-18,Convolutional Neural Network Committees for Handwritten Character Classification,https://www.semanticscholar.org/paper/Convolutional-Neural-Network-Committees-for-Ciresan-Meier/260a7615bbffec052d67dffde5bcf9b4687b50ee,,Historical significance,120620.0,5.2e+16,420000.0,98.0,"NVIDIA GeForce GTX 580,NVIDIA GeForce GTX 480",Supervised,Likely,800.0,Unreleased,Switzerland,,,4.0,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,True,,"Hardware,Operation counting",2011,Deep learning era,True,Switzerland,Vision,,
High Performance CNN (NORB),Vision,Image classification,"IDSIA,SUPSI","Dan C. Ciresan, Ueli Meier, Jonathan Masci, Luca M. Gambardella, Jürgen Schmidhuber",2011-07-16,"Flexible, High Performance Convolutional Neural Networks for Image Classification",https://people.idsia.ch/~juergen/ijcai2011.pdf,,"Historical significance,SOTA improvement",4878300.0,2.57985e+16,50000.0,4.0,"NVIDIA GeForce GTX 480,NVIDIA GeForce GTX 580",Supervised,Likely,7.0,Unreleased,Switzerland,,,4.0,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,False,,False,,Hardware,2011,Deep learning era,True,Switzerland,Vision,,
Recursive sentiment autoencoder,Language,Text classification,Stanford University,"R. Socher, J. Pennington, E. H. Huang, A. Y. Ng, and C. D. Manning",2011-07-01,Semi-supervised recursive autoencoders for predicting sentiment distributions,https://aclanthology.org/D11-1014/,1477.0,,,,31675.0,,,,Unknown,,Unknown,United States,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2011,Deep learning era,False,United States,Language,,15.42192787996076
Recursive Neural Network,"Vision,Language",Representation learning,Stanford University,"R. Socher, Cliff Chiung-Yu Lin, A. Ng, Christopher D. Manning",2011-06-28,Parsing natural scenes and natural language with recursive neural networks,https://www.semanticscholar.org/paper/Parsing-Natural-Scenes-and-Natural-Language-with-Socher-Lin/9c0ddf74f87d154db88d79c640578c1610451eec,,Highly cited,,,573285.0,,,,Confident,,Unknown,United States,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2011,Deep learning era,True,United States,Multimodal,,15.42192787996076
Cross-Lingual POS Tagger,Language,Part-of-speech tagging,"Carnegie Mellon University (CMU),Google Research","Dipanjan Das, Slav Petrov",2011-06-19,Unsupervised Part-of-Speech Tagging with Bilingual Graph-Based Projections,https://aclanthology.org/P11-1061/,316.0,SOTA improvement,,,,,,,Unknown,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,,2011,Deep learning era,True,United States,Language,,15.42192787996076
Vector Space Model,Language,"Semantic embedding,Sentiment classification",Stanford University,"Andrew L. Maas, Raymond E. Daly, Peter T. Pham, Dan Huang, A. Ng, Christopher Potts",2011-06-19,Learning Word Vectors for Sentiment Analysis,"https://www.semanticscholar.org/paper/Learning-Word-Vectors-for-Sentiment-Analysis-Maas-Daly/1c61f9ef06fe74505775a833ff849185757199e7

https://ai.stanford.edu/~ang/papers/acl11-WordVectorsSentimentAnalysis.pdf",,"Highly cited,SOTA improvement",255000.0,,5650000.0,,,,Confident,,Unknown,United States,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2011,Deep learning era,True,United States,Language,,15.42192787996076
Deep Autoencoders,Vision,Image representation,University of Toronto,"A. Krizhevsky, Geoffrey E. Hinton",2011-04-29,Using very deep autoencoders for content-based image retrieval,https://www.semanticscholar.org/paper/Using-very-deep-autoencoders-for-content-based-Krizhevsky-Hinton/88080d28536f36588740737f3b7a1f6c1a409654,,Historical significance,139808256.0,3.672864e+16,4915200000.0,48.0,NVIDIA GeForce GTX 285,,Confident,85.0,Unknown,Canada,,,1.0,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,True,246.22598104391827,Hardware,2011,Deep learning era,True,Canada,Vision,,2.0341278564950698
Deep rectifier networks,Vision,Image classification,University of Montreal / Université de Montréal,"Xavier Glorot, Antoine Bordes, Yoshua Bengio",2011-04-13,Deep sparse rectifier neural networks,https://proceedings.mlr.press/v15/glorot11a.html,8425.0,Highly cited,,,81920000.0,,,,Unknown,,Unknown,Canada,,,,2025-10-16 13:09:06+00:00,,,Academia,False,,,False,,False,,,2011,Deep learning era,True,Canada,Vision,,2.0341278564950698
Optimized Single-layer Net,Vision,Image classification,"University of Michigan,Stanford University","A Coates, A Ng, H Lee",2011-04-11,An analysis of single-layer networks in unsupervised feature learning,http://proceedings.mlr.press/v15/coates11a.html,4101.0,,,,50000.0,,,,Unknown,,Unknown,United States,,,,2025-10-16 13:09:07+00:00,,,Academia,False,,,False,,False,,,2011,Deep learning era,False,United States,Vision,,15.42192787996076
KN5 LM + RNN 400/10 (WSJ),Speech,Transcription,"Brno University of Technology,Johns Hopkins University","T. Mikolov, M. Karafiat, L. Burget, J. Cernock ´ y, and S. Khudanpur",2010-09-26,Recurrent neural network based language model,https://www.isca-archive.org/interspeech_2010/mikolov10_interspeech.html,5959.0,Highly cited,22160000.0,1.7e+16,6400000.0,504.0,,,Confident,,Unknown,Multinational,,,,2025-10-16 13:09:06+00:00,,,Academia,False,,,False,,True,,Operation counting,2010,Deep learning era,True,Czechia,Audio,,
RNN 500/10 + RT09 LM (NIST RT05),Speech,Transcription,"Brno University of Technology,Johns Hopkins University","T. Mikolov, M. Karafiat, L. Burget, J. Cernocky, and S. Khudanpur",2010-09-26,Recurrent neural network based language model,https://www.isca-archive.org/interspeech_2010/mikolov10_interspeech.html,5959.0,Highly cited,19250000.0,1.25e+16,5400000.0,,,,Confident,,Unknown,Multinational,,,,2025-10-16 13:09:06+00:00,,,Academia,False,,,False,,False,,Operation counting,2010,Deep learning era,True,Czechia,Audio,,
RNN LM,Language,Language modeling,Johns Hopkins University,"Tomas Mikolov, M. Karafiát, L. Burget, J. Černocký, S. Khudanpur",2010-09-26,Recurrent neural network based language model,https://www.semanticscholar.org/paper/Recurrent-neural-network-based-language-model-Mikolov-Karafi%C3%A1t/9819b600a828a57e1cde047bbe710d3446b30da5,5959.0,Highly cited,70265000.0,5.396e+16,6400000.0,504.0,,,Speculative,1.0,Unknown,United States,,,,2025-10-16 13:09:07+00:00,,,Academia,False,,,False,,True,,Operation counting,2010,Deep learning era,True,United States,Language,,14.973322987948972
RNN 1000/5 + RT09 LM (NIST RT05),Speech,"Speech recognition (ASR),Transcription","Brno University of Technology,Johns Hopkins University","T. Mikolov, M. Karafiat, L. Burget, J. Cernocky, and S. Khudanpur",2010-09-26,Recurrent neural network based language model,https://www.isca-archive.org/interspeech_2010/mikolov10_interspeech.html,5959.0,Highly cited,77039000.0,5e+16,5400000.0,1200.0,,Supervised,Likely,20.0,Unreleased,Multinational,,,,2025-10-16 13:09:06+00:00,,,Academia,False,,,False,,True,,Operation counting,2010,Deep learning era,True,Czechia,Audio,,
Pooling CNN (Caltech 101),Vision,Image classification,University of Bonn,"Dominik Scherer, Andreas C. Müller, Sven Behnke",2010-09-15,Evaluation of Pooling Operations in Convolutional Architectures for Object Recognition,https://www.semanticscholar.org/paper/Evaluation-of-Pooling-Operations-in-Convolutional-Scherer-M%C3%BCller/5d21006fa32ff69f6b0a646f26ce0db84f2f4d33,,"Historical significance,Highly cited,SOTA improvement",294912.0,1221124128768000.0,3060.0,,,Supervised,Confident,300.0,Unreleased,Germany,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Operation counting,2010,Deep learning era,True,Germany,Vision,,4.614679302054168
Pooling CNN (NORB),Vision,Image classification,University of Bonn,"Dominik Scherer, Andreas C. Müller, Sven Behnke",2010-09-15,Evaluation of Pooling Operations in Convolutional Architectures for Object Recognition,https://www.semanticscholar.org/paper/Evaluation-of-Pooling-Operations-in-Convolutional-Scherer-M%C3%BCller/5d21006fa32ff69f6b0a646f26ce0db84f2f4d33,,"Historical significance,Highly cited,SOTA improvement",268664.0,1456277227200000.0,24300.0,,,Supervised,Confident,1000.0,Unreleased,Germany,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Operation counting,2010,Deep learning era,True,Germany,Vision,,4.614679302054168
Fisher-Boost,Vision,Image classification,Xerox Research Centre Europe (XRCE),"Florent Perronnin, Jorge Sánchez, Thomas Mensink",2010-09-05,Improving the Fisher Kernel for Large-Scale Image Classification,https://link.springer.com/chapter/10.1007/978-3-642-15561-1_11,3062.0,,,,350000.0,21.5,,,Unknown,,Unknown,France,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,,2010,Deep learning era,False,France,Vision,,3.7803461836226706
ReLU (LFW),Vision,Face recognition,University of Toronto,"Nair, V., Hinton, G. E.",2010-06-15,Rectified linear units improve restricted boltzmann machines,https://dl.acm.org/doi/10.5555/3104322.3104425,17818.0,Highly cited,,,233280.0,,,,Unknown,,Unknown,Canada,,,,2025-10-16 13:09:07+00:00,,,Academia,False,,,False,,False,,,2010,Deep learning era,True,Canada,Vision,,2.161216242724466
Mid-level Features,Vision,Object recognition,"INRIA,Ecole Normale Supèrieure,New York University (NYU)","YL Boureau, F Bach, Y LeCun, J Ponce",2010-06-13,Learning mid-level features for recognition,https://ieeexplore.ieee.org/document/5539963,1314.0,,,,1500.0,,,,Unknown,,Unknown,Multinational,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2010,Deep learning era,False,France,Vision,,3.7803461836226706
Deconvolutional Network,Vision,Image classification,New York University (NYU),"Matthew D. Zeiler, Dilip Krishnan, Graham W. Taylor and Rob Fergus",2010-06-13,Deconvolutional Networks,https://ieeexplore.ieee.org/document/5539957,1608.0,,,,,,,,Unknown,,Unknown,United States,,,,2025-10-14 21:50:40+00:00,,,Academia,False,,,False,,False,,,2010,Deep learning era,False,United States,Vision,,14.973322987948972
iCCCP,Vision,Object detection,Massachusetts Institute of Technology (MIT),Long Zhu; Yuanhao Chen; Alan Yuille; William Freeman,2010-06-13,Latent hierarchical structural learning for object detection,https://ieeexplore.ieee.org/document/5540096,,"Historical significance,SOTA improvement",,1080000000000000.0,10000.0,25.0,,Supervised,Confident,,Unreleased,United States,,,1.0,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Hardware,2010,Deep learning era,True,United States,Vision,,14.973322987948972
Feedforward NN,Vision,Digit recognition,University of Montreal / Université de Montréal,"X Glorot, Y Bengio",2010-05-13,Understanding the difficulty of training deep feedforward neural networks,https://proceedings.mlr.press/v9/glorot10a.html,18109.0,Highly cited,7082000.0,350000000000000.0,90000.0,,,,Confident,,Unknown,Canada,,,,2025-10-16 13:09:07+00:00,,,Academia,False,,,False,,False,,Operation counting,2010,Deep learning era,True,Canada,Vision,,2.161216242724466
6-layer MLP (MNIST),Vision,Character recognition (OCR),"IDSIA,University of Lugano,SUPSI","Dan Claudiu Ciresan, Ueli Meier, Luca Maria Gambardella, Juergen Schmidhuber",2010-03-01,Deep Big Simple Neural Nets Excel on Handwritten Digit Recognition,https://arxiv.org/abs/1003.0358,1264.0,,12110000.0,130788000000000.0,60000.0,2.0,"NVIDIA GeForce GTX 280,Intel Core 2 Quad Q9450",,Likely,,Unknown,Switzerland,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,Operation counting,2010,Deep learning era,False,Switzerland,Vision,,
Stacked Denoising Autoencoders,Other,Image classification,"University of Montreal / Université de Montréal,University of Toronto","P Vincent, H Larochelle, I Lajoie, Y Bengio",2010-01-03,Stacked denoising autoencoders: Learning useful representations in a deep network with a local denoising criterion,https://www.jmlr.org/papers/v11/vincent10a.html,7262.0,Highly cited,,,339250000.0,,,,Unknown,,Unknown,Canada,,,,2025-10-16 13:09:29+00:00,,,Academia,False,,,False,,False,,,2010,Deep learning era,True,Canada,,,2.161216242724466
